time,model,mean_reward,sd
37,steady-state,10.848693772074604,3.1142107335429805
37,TD3,1.6171802968274318,7.886091156455167
38,steady-state,11.09957289432263,3.237017947806193
38,TD3,1.7216494627980212,7.934730136358945
39,steady-state,11.339140220441907,3.3560868157270147
39,TD3,1.7796182781224434,7.933147785667258
40,steady-state,11.57542468821618,3.4701795070130945
40,TD3,1.8068973040395655,7.992382793502077
41,steady-state,11.8061882229505,3.5824379833793856
41,TD3,1.906011188577816,8.01431802947451
42,steady-state,12.028114338267864,3.6914220933748205
42,TD3,2.022336047672339,7.981194057275266
43,steady-state,12.252013954548417,3.8018268964833983
43,TD3,2.1337739611935294,7.966547366953251
44,steady-state,12.470652407488599,3.9030410190540885
44,TD3,2.2781860550876307,7.943532000723949
45,steady-state,12.690377885868967,4.00620539657074
45,TD3,2.447674594252743,7.890558989539505
46,steady-state,12.909354469480286,4.107123140815364
46,TD3,2.6275430594879063,7.810008649598743
47,steady-state,13.131736294032724,4.215082981120472
47,TD3,2.800181392779677,7.750079940949763
48,steady-state,13.352202825363836,4.323235042041724
48,TD3,3.022579637611398,7.678424114390311
49,steady-state,13.57570948751096,4.431610896893688
49,TD3,3.180589904416238,7.638677337370701
50,steady-state,13.798894783648965,4.542957190446419
50,TD3,3.3383742943322225,7.554441855242666
51,steady-state,14.020277449887356,4.6514112861428
51,TD3,3.4839225930503988,7.533745401837413
52,steady-state,14.235612332838949,4.7595730113651316
52,TD3,3.5863516383809255,7.518973386497901
53,steady-state,14.449236324124822,4.867200658566584
53,TD3,3.7418521272080842,7.524732327310926
54,steady-state,14.667503496185772,4.974297454855553
54,TD3,3.8257050293059667,7.5293193821900175
55,steady-state,14.879878380063172,5.077666429982512
55,TD3,3.9513175968582495,7.533128177468546
56,steady-state,15.088328667896562,5.180399054868198
56,TD3,4.160488899193498,7.55572756853874
57,steady-state,15.289601923916445,5.2771246754492065
57,TD3,4.336109063207463,7.593665680287985
58,steady-state,15.490652084744147,5.376547862105843
58,TD3,4.47037116874179,7.640246140636025
59,steady-state,15.693448060860103,5.477938399129355
59,TD3,4.689919020187434,7.615902246696635
60,steady-state,15.888611432145419,5.579162551796155
60,TD3,4.837412621850107,7.6292126651759125
61,steady-state,16.08125788513905,5.6806199083263
61,TD3,5.0214891470814,7.640009806057372
62,steady-state,16.274033809671266,5.783581488487499
62,TD3,5.162570613136348,7.632245388174403
63,steady-state,16.46161697529016,5.886199346490194
63,TD3,5.286386609226109,7.693328360109207
64,steady-state,16.64491202447833,5.986069106347447
64,TD3,5.4232650232262225,7.771247663606911
65,steady-state,16.820898095609113,6.083721131776269
65,TD3,5.5193622604479176,7.838371829851535
66,steady-state,16.991313537169727,6.179024602738453
66,TD3,5.638334255620173,7.91097204669925
67,steady-state,17.16648188340943,6.276873556805076
67,TD3,5.754782305628866,7.991469748180914
68,steady-state,17.34488341122599,6.379179423435619
68,TD3,5.827397832378246,8.095795553066397
69,steady-state,17.51907887176053,6.483564748363998
69,TD3,5.918129598826365,8.237308927591648
70,steady-state,17.69384734646123,6.589511383933984
70,TD3,6.029014371373187,8.387799383207918
71,steady-state,17.869540383093373,6.694880702639767
71,TD3,6.231605188998239,8.416702596015487
72,steady-state,18.04249346451217,6.801143821071964
72,TD3,6.434483414529957,8.425947904964474
73,steady-state,18.21386920383376,6.901810832294056
73,TD3,6.6036376326892885,8.411659565825323
74,steady-state,18.384762809385762,7.004118919252841
74,TD3,6.737003120503768,8.405141857967019
75,steady-state,18.55146320519629,7.103372016051174
75,TD3,6.904108356634837,8.38894030038021
76,steady-state,18.71253622418017,7.199643469917917
76,TD3,7.0914889972380655,8.383903320456032
77,steady-state,18.87162145875685,7.2920889721475035
77,TD3,7.319952992591518,8.378936952840508
78,steady-state,19.0336078089418,7.3898435374305285
78,TD3,7.578998630388163,8.402046194512918
79,steady-state,19.193590513836835,7.490244857969453
79,TD3,7.81479376936133,8.388779212566673
80,steady-state,19.360543834276623,7.593219838512609
80,TD3,8.005744000163109,8.332220380814979
81,steady-state,19.525008893517217,7.6975672739922745
81,TD3,8.21105073794263,8.308998713746416
82,steady-state,19.693271499133076,7.794493645475065
82,TD3,8.381217855076647,8.302599703965296
83,steady-state,19.860535209364564,7.8927554765999135
83,TD3,8.582423802308865,8.359920565992724
84,steady-state,20.031236366708697,7.994534523222024
84,TD3,8.776100284222332,8.39678394243179
85,steady-state,20.19810853861971,8.09827541080391
85,TD3,8.960116488648794,8.450483577600778
86,steady-state,20.363547096366705,8.202536722826213
86,TD3,9.185918869417685,8.457003879104617
87,steady-state,20.530216626201785,8.298192520891016
87,TD3,9.41042504131651,8.462505899596703
88,steady-state,20.692055364783933,8.395490547916706
88,TD3,9.611322340925033,8.433058222796634
89,steady-state,20.85205019972257,8.498612281411456
89,TD3,9.83211799931494,8.459206277437195
90,steady-state,21.014641245649855,8.60150618194473
90,TD3,10.073629009021762,8.467452587775199
91,steady-state,21.169991734361968,8.703429786521156
91,TD3,10.335476176918206,8.479957735214233
92,steady-state,21.324250371782696,8.801118739654637
92,TD3,10.591021542843116,8.483474378659919
93,steady-state,21.472722139475913,8.891279175726265
93,TD3,10.794460128703951,8.528546251852926
94,steady-state,21.62231520189262,8.98377995178903
94,TD3,10.976146288649652,8.551977579580242
95,steady-state,21.773022349735758,9.075257891883531
95,TD3,11.175494722750665,8.661548305148912
96,steady-state,21.91986029723823,9.167820416537573
96,TD3,11.367421969711518,8.763727040357802
97,steady-state,22.060073801667613,9.26257444057476
97,TD3,11.57622711710018,8.757549710445554
98,steady-state,22.200747679120397,9.355080295527017
98,TD3,11.801283192287931,8.737391653858758
99,steady-state,22.34209390464335,9.44759220024913
99,TD3,12.035661516142412,8.673162158572744
100,steady-state,22.483774516763606,9.538373081827222
100,TD3,12.278576785022656,8.576160795503332
101,steady-state,22.62203240650495,9.630221536557391
101,TD3,12.50912870195065,8.503861123873097
102,steady-state,22.75114817773281,9.71691545873461
102,TD3,12.739733439781828,8.455208832530523
103,steady-state,22.886182659440564,9.807599787990904
103,TD3,13.010535966330766,8.420495479566029
104,steady-state,23.018922717430616,9.895003371161279
104,TD3,13.272366120006831,8.417143315200395
105,steady-state,23.154071947328617,9.987749093299879
105,TD3,13.493751707829807,8.361056372397059
106,steady-state,23.290416465032937,10.079419862983489
106,TD3,13.74993345701689,8.328860591317584
107,steady-state,23.4279794466629,10.172433683561175
107,TD3,13.98252485131652,8.271262641786798
108,steady-state,23.562220336172793,10.260169323220923
108,TD3,14.228195096288369,8.250306816113786
109,steady-state,23.695467862062223,10.343602422499595
109,TD3,14.464231520912548,8.2369668105279
110,steady-state,23.834128690751186,10.425284779670763
110,TD3,14.692933322347056,8.193613815366456
111,steady-state,23.972824791044673,10.509068143803493
111,TD3,14.921494186067102,8.124708308356285
112,steady-state,24.110912126645257,10.596919249836196
112,TD3,15.132702019822542,8.076073284526398
113,steady-state,24.252708291402286,10.685725540382293
113,TD3,15.401957601258738,8.030151490582954
114,steady-state,24.39259119030962,10.772854945758198
114,TD3,15.591222500980962,7.9050441327692225
115,steady-state,24.5359682718793,10.861777639648501
115,TD3,15.790354569953992,7.798653688152141
116,steady-state,24.67980528628929,10.952426482253221
116,TD3,15.968467926094736,7.683658096981808
117,steady-state,24.82448766299009,11.045304898027434
117,TD3,16.13624260464076,7.6123435841302785
118,steady-state,24.96844918453795,11.141622400294944
118,TD3,16.28152405783145,7.532711410572425
119,steady-state,25.110790989956875,11.2369519683281
119,TD3,16.43366762919791,7.467922857599014
120,steady-state,25.254576693991627,11.339959460830563
120,TD3,16.623988853487898,7.352951785002665
121,steady-state,25.402432156870404,11.444324060370144
121,TD3,16.838000307807512,7.291123305582265
122,steady-state,25.550260765190785,11.548149950339013
122,TD3,17.07849541277767,7.256706665321339
123,steady-state,25.69865022481509,11.6456523778374
123,TD3,17.335304370057067,7.225147341266076
124,steady-state,25.83693379387335,11.737535942987371
124,TD3,17.57818971996599,7.196140318102053
125,steady-state,25.978268351685095,11.826420165672452
125,TD3,17.826457112374275,7.134148679215738
126,steady-state,26.119731285414442,11.91705844262145
126,TD3,18.04720619036555,7.084582770935047
127,steady-state,26.26140199505343,12.009070107472066
127,TD3,18.244122845925336,7.067643262092549
128,steady-state,26.40101696756183,12.10287157389461
128,TD3,18.44493632146595,7.050524648725866
129,steady-state,26.546012991144842,12.201202448848628
129,TD3,18.626797724226613,7.058113685645656
130,steady-state,26.693158236600134,12.300038759064494
130,TD3,18.866475923245623,7.076799840188223
131,steady-state,26.834289463330713,12.40024251328108
131,TD3,19.07383097251734,7.040155137353012
132,steady-state,26.974752368552082,12.499167666398158
132,TD3,19.32217342935132,6.9904979987159
133,steady-state,27.12289552562643,12.601521319460131
133,TD3,19.559815552116415,6.936255425733783
134,steady-state,27.271364223929528,12.699712345416385
134,TD3,19.812209403255068,6.913363726711165
135,steady-state,27.41783415683782,12.79893188493092
135,TD3,20.04077709526876,6.907542416620214
136,steady-state,27.567000324053087,12.897882960614817
136,TD3,20.35732632648106,6.909501589997291
137,steady-state,27.717887919571634,12.993859885063566
137,TD3,20.613789208751637,6.945623674802585
138,steady-state,27.870606308818672,13.084889624350618
138,TD3,20.839221131836766,6.921100095716653
139,steady-state,28.02348791439884,13.174747898887517
139,TD3,21.033884604831368,6.981174292173958
140,steady-state,28.180434427071756,13.262054722532438
140,TD3,21.297192457149908,7.006067962950224
141,steady-state,28.337151047979457,13.355279954475353
141,TD3,21.57476033605456,7.05855159484462
142,steady-state,28.49139057975475,13.450923979202452
142,TD3,21.775528924164195,7.09509873509562
143,steady-state,28.644194171435558,13.54448820710214
143,TD3,21.965013161335904,7.160334446056676
144,steady-state,28.79187289167816,13.632671480196178
144,TD3,22.25778774789953,7.1998591937279794
145,steady-state,28.94308187661804,13.720819573548292
145,TD3,22.47911300507819,7.234879927316836
146,steady-state,29.092928833840507,13.813812975190068
146,TD3,22.68925820358892,7.213134145719905
147,steady-state,29.23739160182642,13.902041772737515
147,TD3,22.87146295937541,7.199742733529882
148,steady-state,29.383120871601648,13.991999167087307
148,TD3,23.128788523041013,7.179132529699001
149,steady-state,29.530768394489705,14.079677952834096
149,TD3,23.370110756249844,7.154322072483685
150,steady-state,29.680807629604626,14.169337807677973
150,TD3,23.574032388052217,7.124935024853209
151,steady-state,29.827140072589927,14.2581377688135
151,TD3,23.808961234621172,7.101549765232852
152,steady-state,29.975718388708838,14.343278602760881
152,TD3,24.034113598425822,7.082426669325992
153,steady-state,30.126011920825693,14.435872829571771
153,TD3,24.33601441081986,7.0897758585658774
154,steady-state,30.276815953042323,14.521679765944864
154,TD3,24.630556254500828,7.150147522075858
155,steady-state,30.428061097297253,14.611063087910477
155,TD3,24.90897832487028,7.149270770363224
156,steady-state,30.58495161699747,14.706579896743285
156,TD3,25.18566355114594,7.141888298654057
157,steady-state,30.73189160080155,14.801099774865646
157,TD3,25.46535801364358,7.162606959240469
158,steady-state,30.87754709577324,14.890028961706577
158,TD3,25.746796879708395,7.138752929765648
159,steady-state,31.02835537258615,14.978305456935784
159,TD3,26.040823290667596,7.1260596680471355
160,steady-state,31.18344116154156,15.070910750253761
160,TD3,26.32720280996046,7.136158774486119
161,steady-state,31.33610578465435,15.156487212990728
161,TD3,26.622012234551725,7.163105635050815
162,steady-state,31.48694865386368,15.239275813674348
162,TD3,26.885240188685852,7.148079246574287
163,steady-state,31.63701298969853,15.332150055104355
163,TD3,27.19048385818495,7.131495731301443
164,steady-state,31.78738118638244,15.422630063055804
164,TD3,27.54069851869134,7.1258699604718165
165,steady-state,31.934409276852406,15.51425574983827
165,TD3,27.840936289465617,7.0604326861697295
166,steady-state,32.079098291656265,15.606160038153114
166,TD3,28.146269672298246,7.036714406152363
167,steady-state,32.22383521720576,15.69751593752256
167,TD3,28.410345923555592,7.010277885964138
168,steady-state,32.37408752036419,15.798302089585912
168,TD3,28.69198085593913,6.984266196536313
169,steady-state,32.52428954522758,15.891316693045571
169,TD3,28.927720346468163,6.968716715319993
170,steady-state,32.67896708439996,15.988805650427663
170,TD3,29.181439147088106,6.989621010446874
171,steady-state,32.82686947901352,16.08271430050234
171,TD3,29.45526915759193,6.988923837107906
172,steady-state,32.97681937977738,16.170886904755122
172,TD3,29.76024465429381,6.986581005140081
173,steady-state,33.12101296581873,16.25592890005677
173,TD3,30.03717809076709,7.013274282596587
174,steady-state,33.26831897140918,16.33629184082187
174,TD3,30.30939953868996,7.023031894616871
175,steady-state,33.41897334262064,16.412962419846227
175,TD3,30.60334645249533,7.062742640191417
176,steady-state,33.56142785052643,16.49195884893398
176,TD3,30.8924258425463,7.144416278973248
177,steady-state,33.703972981879765,16.572612095878494
177,TD3,31.195546444729192,7.190289680908867
178,steady-state,33.84554999179971,16.655069932778076
178,TD3,31.436521335621038,7.222349780479413
179,steady-state,33.99257197492151,16.741595982917968
179,TD3,31.706815082306505,7.233921491453757
180,steady-state,34.13710929011568,16.828167366367897
180,TD3,31.920002057965892,7.242920664703021
181,steady-state,34.275391500273045,16.909891943202005
181,TD3,32.165113101297734,7.266432909596747
182,steady-state,34.40702611253524,16.987781329577786
182,TD3,32.477217102810094,7.292115331245869
183,steady-state,34.534807893025594,17.061330848800274
183,TD3,32.80008820515753,7.309219487724843
184,steady-state,34.668607649711234,17.13683588444652
184,TD3,33.09620327755856,7.365018306114124
185,steady-state,34.80603392049907,17.215405032599598
185,TD3,33.41593334559566,7.410570639652751
186,steady-state,34.947231259015354,17.29366804076458
186,TD3,33.69221423757471,7.404989946852004
187,steady-state,35.0848355363065,17.36890528282649
187,TD3,33.971783665186315,7.400902465674309
188,steady-state,35.2259563372452,17.440886026920378
188,TD3,34.254173096700676,7.410996453342746
189,steady-state,35.36760472650126,17.51558536633416
189,TD3,34.574122942977475,7.402145610578673
190,steady-state,35.50868932203045,17.593989274238623
190,TD3,34.86601268245468,7.449085904244351
191,steady-state,35.65143867381337,17.679051640122168
191,TD3,35.13588952019967,7.473603497391606
192,steady-state,35.78876317002099,17.755061137149355
192,TD3,35.371705352549114,7.4525528347194445
193,steady-state,35.92590516713028,17.834836738301547
193,TD3,35.6273648839132,7.503848464705423
194,steady-state,36.06424650116976,17.912751436494528
194,TD3,35.893445211533674,7.555351573738956
195,steady-state,36.20241747872871,17.98900281350426
195,TD3,36.13900700833013,7.645757114471402
196,steady-state,36.3438002691808,18.06683757577413
196,TD3,36.35341015557537,7.6649093140553965
197,steady-state,36.48234910083906,18.145800368716774
197,TD3,36.58334156044545,7.680303811999326
198,steady-state,36.62157053768555,18.221266740500162
198,TD3,36.83389687458291,7.67152720217851
199,steady-state,36.75565173300222,18.29448931817134
199,TD3,37.105357111584986,7.651897024353693
200,steady-state,36.893767120437616,18.3702469161273
200,TD3,37.357970636787194,7.629060390807376
201,steady-state,37.03022858632428,18.445229508133934
201,TD3,37.59038458179088,7.661347853801609
202,steady-state,37.17035361790031,18.521543606776152
202,TD3,37.84670090160806,7.658166235135106
203,steady-state,37.30128013310924,18.594633140274265
203,TD3,38.09721227969506,7.650744076384899
204,steady-state,37.43283716538779,18.67147328592831
204,TD3,38.31652924221413,7.649183132248682
205,steady-state,37.56907387462051,18.740802196912068
205,TD3,38.55141263979408,7.6530921155871
206,steady-state,37.70490169025046,18.802166296146336
206,TD3,38.84401140658619,7.668912062803459
207,steady-state,37.837210453966236,18.863652980272658
207,TD3,39.13425765408915,7.657478521542467
208,steady-state,37.97280208576636,18.924577269622244
208,TD3,39.43190157193662,7.672264937657181
209,steady-state,38.108522281233306,18.988613902128172
209,TD3,39.697959406884884,7.717372933469746
210,steady-state,38.23993259557622,19.053000815728016
210,TD3,39.97187518951919,7.730442828559116
211,steady-state,38.37365682754812,19.123618837963786
211,TD3,40.247486589895715,7.717578143275988
212,steady-state,38.51417472993234,19.198643756280127
212,TD3,40.52861765645882,7.7163525024477515
213,steady-state,38.649388941157895,19.27394160443096
213,TD3,40.80598218367089,7.754281004878629
214,steady-state,38.78868493527728,19.35192787963285
214,TD3,41.118338843980155,7.777110509258224
215,steady-state,38.92645407647717,19.425316051423582
215,TD3,41.41454675859861,7.787646116422463
216,steady-state,39.06313166269714,19.50362167597701
216,TD3,41.69947858404725,7.767172182064962
217,steady-state,39.19772734652071,19.575433175923198
217,TD3,41.95713858577394,7.787736033305296
218,steady-state,39.33269678053121,19.64933975944816
218,TD3,42.14011044451529,7.778671111157133
219,steady-state,39.470855786105126,19.719649238133105
219,TD3,42.34704117595072,7.814163172661846
220,steady-state,39.607658299416265,19.79321125135142
220,TD3,42.55121271524906,7.842225367092378
221,steady-state,39.74454728228661,19.86203966939846
221,TD3,42.833569707448056,7.901491350563172
222,steady-state,39.8801208339409,19.920903045207382
222,TD3,43.13986103803041,7.940654941611498
223,steady-state,40.01304047338368,19.98625880786667
223,TD3,43.40912874675564,7.922221217389026
224,steady-state,40.14848020046437,20.053815000313996
224,TD3,43.67422156259957,7.960601236441849
225,steady-state,40.28383186425515,20.1204620803497
225,TD3,43.8933180790253,7.997639415250587
226,steady-state,40.41485018969805,20.193825007941282
226,TD3,44.08122755925492,8.071068648333641
227,steady-state,40.54956750230762,20.26441917480785
227,TD3,44.28559171741543,8.149684311182058
228,steady-state,40.68466282797409,20.328055235607017
228,TD3,44.51020959523455,8.179589026883416
229,steady-state,40.81422518586927,20.39748612337369
229,TD3,44.73989814197712,8.218916354997393
230,steady-state,40.94315240167631,20.461385442427467
230,TD3,44.96611396124387,8.250470081730493
231,steady-state,41.07354646564863,20.527641615457988
231,TD3,45.21045917510707,8.266641450369661
232,steady-state,41.20444696115631,20.602322313436744
232,TD3,45.45472135560029,8.251464841161274
233,steady-state,41.34026843889537,20.673487102085385
233,TD3,45.703850329026444,8.226267327404958
234,steady-state,41.48049487048313,20.744730528111855
234,TD3,45.908520010125635,8.247928103046675
235,steady-state,41.61768156947974,20.809172100000577
235,TD3,46.14870281146657,8.284927909525122
236,steady-state,41.76091583050717,20.86942990315414
236,TD3,46.33563325620773,8.318335712581675
237,steady-state,41.90319784594382,20.932966393641045
237,TD3,46.54885733338042,8.30886513538592
238,steady-state,42.05190219877465,20.998900898172025
238,TD3,46.78847786350445,8.344662898860701
239,steady-state,42.198569149095306,21.054368133988092
239,TD3,47.05193070739808,8.411561559320146
240,steady-state,42.3465036920965,21.111132244477126
240,TD3,47.3123846811296,8.449047333734365
241,steady-state,42.49385336995735,21.16649373353152
241,TD3,47.57585784175529,8.487920198199815
242,steady-state,42.642050471823914,21.22063715101459
242,TD3,47.83410633533678,8.582034261547713
243,steady-state,42.787091119906435,21.274365905027555
243,TD3,48.095686841137116,8.618191093026965
244,steady-state,42.93010981706356,21.3303077607052
244,TD3,48.38255639512548,8.645966307832808
245,steady-state,43.07267281044615,21.381694159612536
245,TD3,48.63545808421737,8.63196931466003
246,steady-state,43.21101790283726,21.431217331109846
246,TD3,48.85980371018601,8.612676695676186
247,steady-state,43.35180391825908,21.479218518755886
247,TD3,49.05092527543622,8.59490858793964
248,steady-state,43.48891167457912,21.52617008357206
248,TD3,49.32926193066112,8.645664914728593
249,steady-state,43.62490050681142,21.57419463470713
249,TD3,49.56956235642735,8.69432011992469
250,steady-state,43.76235786778277,21.623981164041574
250,TD3,49.81296430898527,8.781283277602347
251,steady-state,43.897727666301094,21.674590842700727
251,TD3,50.05412876460772,8.826442659407103
252,steady-state,44.031830553143344,21.73150405661851
252,TD3,50.30767465695433,8.82212095660552
253,steady-state,44.167620582090166,21.78754972006476
253,TD3,50.57520091566241,8.851305345924105
254,steady-state,44.29803429803068,21.8435694823822
254,TD3,50.84811623653149,8.923798259565029
255,steady-state,44.43721704865927,21.904328837386483
255,TD3,51.1312829586659,9.002520670969888
256,steady-state,44.57753425972118,21.96648557661004
256,TD3,51.39070283859839,9.08882478955116
257,steady-state,44.71486045481177,22.029855079079834
257,TD3,51.710264202204264,9.126576360265599
258,steady-state,44.85385004746122,22.092048213780735
258,TD3,52.039457197928016,9.152123006976227
259,steady-state,44.99537598896396,22.148595772375025
259,TD3,52.379322871005456,9.140273954809107
260,steady-state,45.13651749766195,22.205387452334133
260,TD3,52.691518383670264,9.166629416388844
261,steady-state,45.278137425942376,22.258421507455996
261,TD3,53.03097322786791,9.19735111183137
262,steady-state,45.41772175028927,22.31242784346384
262,TD3,53.32337387870981,9.232714339093762
263,steady-state,45.561716277951,22.36785850507861
263,TD3,53.58147308098166,9.275800620702922
264,steady-state,45.704787258020296,22.423820627670942
264,TD3,53.85304406010439,9.303051703733207
265,steady-state,45.85199401616201,22.48136698941992
265,TD3,54.132678205530766,9.333060190473004
266,steady-state,45.99814727045785,22.540215254743
266,TD3,54.37197439165941,9.368754207531941
267,steady-state,46.13710095139134,22.594864524515863
267,TD3,54.59267707004258,9.382222764133251
268,steady-state,46.27631994929207,22.651126270530696
268,TD3,54.83877873216248,9.384252571093757
269,steady-state,46.41592849363442,22.70124592232654
269,TD3,55.04821225364296,9.374425797011005
270,steady-state,46.54881286680523,22.747035956990032
270,TD3,55.17777388787951,9.367595717894496
271,steady-state,46.67987921216908,22.79945201632011
271,TD3,55.33096523209699,9.390015681116992
272,steady-state,46.81645066818744,22.853970351056443
272,TD3,55.540422469584954,9.374763092589157
273,steady-state,46.953712329249306,22.903231430294678
273,TD3,55.796911587738414,9.39963870111064
274,steady-state,47.090406202364164,22.95432693321297
274,TD3,56.10085198004992,9.410510618660192
275,steady-state,47.22828592279705,23.00605195370923
275,TD3,56.39560879861632,9.444457007532055
276,steady-state,47.36699378885326,23.062826721762576
276,TD3,56.652291989178366,9.44613421011536
277,steady-state,47.5098735430138,23.118744589316567
277,TD3,56.899540778907735,9.461096938374109
278,steady-state,47.64574555586641,23.16812066321104
278,TD3,57.13280937188771,9.493320690330135
279,steady-state,47.78140531331373,23.217628587940936
279,TD3,57.38089951554695,9.514495932703841
280,steady-state,47.92008735976156,23.268052713193484
280,TD3,57.62691962034935,9.51826347720852
281,steady-state,48.05856044843391,23.31679171881992
281,TD3,57.88100762613833,9.538108229459137
282,steady-state,48.19313540848071,23.365735517207607
282,TD3,58.17630358167301,9.590839423814016
283,steady-state,48.33218458664003,23.412772174189495
283,TD3,58.45100498566997,9.663477573048645
284,steady-state,48.467883978288675,23.45720532537363
284,TD3,58.68598498118901,9.724144389220982
285,steady-state,48.60114812062942,23.501851751737988
285,TD3,58.891613788347385,9.77798313311212
286,steady-state,48.73416359298874,23.544532974962486
286,TD3,59.12968339806422,9.856373558262167
287,steady-state,48.87251395144919,23.590468423555162
287,TD3,59.33291242392415,9.927409508454142
288,steady-state,49.005473892832825,23.6307407553946
288,TD3,59.55422053057928,9.966276040125305
289,steady-state,49.14131682435633,23.674590875084217
289,TD3,59.84014621435547,10.025727539174795
290,steady-state,49.276965722467004,23.715485442499617
290,TD3,60.127715646104335,10.076740787188475
291,steady-state,49.414644887504366,23.755800668802248
291,TD3,60.384432460045815,10.123132929477814
292,steady-state,49.545303625280226,23.80010996410042
292,TD3,60.57952671757457,10.165373537596388
293,steady-state,49.67970264134692,23.839444299984063
293,TD3,60.82408747718868,10.199438529317732
294,steady-state,49.80994803912401,23.878937305191602
294,TD3,61.07544894459004,10.22386924942565
295,steady-state,49.93771478646071,23.91784603950313
295,TD3,61.31471849052852,10.23625815329268
296,steady-state,50.064971358443096,23.959993045819928
296,TD3,61.51974917434107,10.275483910982222
297,steady-state,50.19222518637995,24.000707063334463
297,TD3,61.74528468125594,10.281634931812464
298,steady-state,50.316909574547346,24.035309980452407
298,TD3,62.00000957696673,10.315850678439723
299,steady-state,50.44150609494966,24.07409537839244
299,TD3,62.24455006485321,10.320865927709217
300,steady-state,50.56465302398633,24.109217830534256
300,TD3,62.553257854065805,10.354831490334062
301,steady-state,50.68656131990898,24.14404177220148
301,TD3,62.8232930402857,10.376246699733464
302,steady-state,50.80945459864683,24.181167177658555
302,TD3,63.08191596575441,10.379769431081192
303,steady-state,50.93959077174538,24.220627437279077
303,TD3,63.33748061644171,10.37821097499691
304,steady-state,51.06500923357849,24.261483417845433
304,TD3,63.565215346731335,10.418993389211185
305,steady-state,51.19115564345434,24.304805386985677
305,TD3,63.81427406571416,10.456540539755053
306,steady-state,51.313793039059966,24.346402503301476
306,TD3,64.07132800396148,10.48481236719086
307,steady-state,51.437996047636275,24.391679584208237
307,TD3,64.3760611669524,10.518016945828291
